Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - White Sand
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Dried Sand
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Ice
chiselsandbits:block_bit:0, Chiseled Bit - Ash Block
chiselsandbits:block_bit:0, Chiseled Bit - Celestial Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Biome Essence Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ender Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tanzanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Amber Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tanzanite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amber
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Hive Block
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Thatching
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Flower Stem Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dead Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sacred Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Umbran Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magic Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Hellbark Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jacaranda Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mana Infused Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Oil Shale
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Energized Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Resonant End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Infused Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Signalum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lumium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Black Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Red Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Green Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Awakened Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Infused Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Dislocation Normalization Field Projector
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magical Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magical Wood
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Wood
chiselsandbits:block_bit:0, Chiseled Bit - Angel Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Clock
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Septuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Octuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Border Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stoneburnt
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Glass
chiselsandbits:block_bit:0, Chiseled Bit - Truchet
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Quartzburnt
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Stone
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Evil Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Raw Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stable Stone
